feature_set,model,split,r2,mae,rmse,n_train,n_test,n_scores,description
whole_text_one_score,gbr,26,0.060129653679372175,2.0009996111219857,2.44585717859099,2219,539,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,26,0.05765434485230547,2.0169698421828848,2.4490758517313895,2219,539,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,26,0.043824150564341524,1.9788562026651233,2.4669821380172663,2219,539,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,27,-0.008077387646053591,2.181606269910401,2.627129392386763,2203,555,1,Mean-only baseline.
whole_text_one_score,hist_gbr,27,0.04908452189911183,2.1230457605113435,2.551558236285661,2203,555,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,27,0.05904634328943914,2.121550229712609,2.5381579449942104,2203,555,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,27,0.06282542267679159,2.1143811325365003,2.5330559134044606,2203,555,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,27,0.034202268532297464,2.094821223232696,2.5714472353752784,2203,555,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,28,-0.000571270181884076,2.027436786228608,2.4611475408285903,2220,538,1,Mean-only baseline.
whole_text_one_score,hist_gbr,28,-0.0676989957892058,2.0825716101960534,2.5423658855063693,2220,538,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,28,0.010254389405840114,2.0167267676782545,2.4477971648440495,2220,538,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,28,0.01207423577618727,2.01468785259685,2.445545745742469,2220,538,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,28,0.013967900111053533,1.9694019117906996,2.4432008002715824,2220,538,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,29,-0.00020909216664755093,2.033665940879064,2.49182500424488,2205,553,1,Mean-only baseline.
whole_text_one_score,hist_gbr,29,0.02256824674387392,2.0208606038223196,2.4632889700759644,2205,553,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,29,0.04539301074808122,2.006330898558458,2.4343579930793546,2205,553,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,29,0.04279708756270295,2.0109927279644335,2.437665697751542,2205,553,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,29,0.04180574002860671,1.9660868388495916,2.4389276812227587,2205,553,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,30,-0.001471254393663024,2.0737378545954055,2.5199630584617285,2174,584,1,Mean-only baseline.
whole_text_one_score,hist_gbr,30,-0.005346473489515224,2.062865692269695,2.5248338824017607,2174,584,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,30,0.05494809011650548,2.0052875081346464,2.447951236065875,2174,584,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,30,0.041648035606104084,2.0169691716155276,2.465116501735336,2174,584,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,30,0.018152397872337467,2.0067223542266346,2.4951517986676435,2174,584,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,31,-0.010532604549012836,2.154512149052261,2.6411973817144974,2165,593,1,Mean-only baseline.
whole_text_one_score,hist_gbr,31,-0.005305082661129834,2.145423687528688,2.6343570188620578,2165,593,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,31,0.029793422478988196,2.1086372956477826,2.5879614339216293,2165,593,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,31,0.030758117900988258,2.108135492538339,2.5866744835352717,2165,593,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,31,-0.005711753130252184,2.100538546452232,2.634889795877606,2165,593,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,32,-0.006850890842176494,2.180505756751099,2.5889072990817605,2248,510,1,Mean-only baseline.
whole_text_one_score,hist_gbr,32,-0.009411153103314751,2.1994403088300456,2.592196799740224,2248,510,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,32,0.035413012494916796,2.1550610419146055,2.533988386052133,2248,510,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,32,0.03017714724576237,2.160526492834011,2.5408564374262244,2248,510,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,32,0.05456705294134023,2.0878635078479277,2.508703218693151,2248,510,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,33,-0.014347651290132601,2.071943215092365,2.472841207144911,2155,603,1,Mean-only baseline.
whole_text_one_score,hist_gbr,33,-0.03552047755254706,2.065127074017174,2.498516149753322,2155,603,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,33,0.012057387040734002,2.02370243683907,2.440443032416881,2155,603,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,33,0.0034218856471754933,2.0379429013459296,2.451085653115627,2155,603,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,33,0.037074875684568354,1.9628091067998092,2.409345456024976,2155,603,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,34,-0.005669418362750367,2.062168607221813,2.5256411306126796,2183,575,1,Mean-only baseline.
whole_text_one_score,hist_gbr,34,0.009136334218276754,2.0373651687597096,2.5069805892358885,2183,575,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,34,0.05018178212800761,2.0033680837768726,2.4545069562934443,2183,575,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,34,0.04363433669098937,2.0067584204042928,2.46295233548425,2183,575,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,34,-0.0034389487267536545,2.001618211193719,2.5228387719184897,2183,575,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,35,-0.005915412931728037,1.8842963570778628,2.283537453066496,2198,560,1,Mean-only baseline.
whole_text_one_score,hist_gbr,35,-0.02362557337554616,1.8745149194713921,2.3035517402099486,2198,560,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,35,0.0469691832217517,1.8180439487758762,2.222700154687696,2198,560,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,35,0.040460837243319614,1.8246194740641455,2.2302767659084397,2198,560,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,35,0.043232154221633956,1.7798871357543924,2.227053722298103,2198,560,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,36,-7.550599883554554e-06,2.048848471822761,2.4999627234859285,2191,567,1,Mean-only baseline.
whole_text_one_score,hist_gbr,36,0.011566107522424596,2.009953732245646,2.485453873806914,2191,567,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,36,0.03519170634004898,1.9995327898187478,2.4555705008120836,2191,567,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,36,0.04464621996836482,2.0007524722062033,2.4435093579887477,2191,567,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,36,0.031094222949720862,1.9635304189107656,2.4607793071700135,2191,567,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,37,-0.0010178616451972378,2.161650984814029,2.6206426754127397,2176,582,1,Mean-only baseline.
whole_text_one_score,hist_gbr,37,0.053085951047401436,2.1031276761942914,2.54883766091944,2176,582,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,37,0.06121786500359072,2.086328228925742,2.5378696008360797,2176,582,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,37,0.06333349145597944,2.0883192970523154,2.535008333960056,2176,582,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,37,0.037565097147668536,2.0673607295878176,2.569641737427165,2176,582,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,38,-0.0005169168012635339,1.9234010600706712,2.3755261335711793,2264,494,1,Mean-only baseline.
whole_text_one_score,hist_gbr,38,-0.06633255546568884,2.007709767470487,2.4524148021374677,2264,494,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,gbr,38,-0.025699328831442214,1.9655236060594754,2.4052356382583113,2264,494,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,extra_trees,38,0.0042948395130814054,1.932091986100454,2.369806975373043,2264,494,1,"One cosine score after concatenating visual, texture, and flavor."
whole_text_one_score,svr_rbf,38,-0.0034436712570959926,1.882381910024009,2.3789980911694113,2264,494,1,"One cosine score after concatenating visual, texture, and flavor."
dummy_mean,dummy,39,-0.009145240420081802,2.072210058016406,2.5547571408663976,2219,539,1,Mean-only baseline.
